Input,Match type,Approved symbol,Approved name,HGNC ID,Location
MTHFD2P3,Approved symbol,MTHFD2P3,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 3",HGNC:48866,6q21
MTHFD2P4,Approved symbol,MTHFD2P4,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 4",HGNC:48862,4q32.2
MTHFD2P5,Approved symbol,MTHFD2P5,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 5",HGNC:48863,7q21.11
MTHFD2P6,Approved symbol,MTHFD2P6,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 6",HGNC:48864,5p13.1
MTHFD2P7,Approved symbol,MTHFD2P7,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 7",HGNC:48865,3q26.33
MTHFR,Approved symbol,MTHFR,methylenetetrahydrofolate reductase,HGNC:7436,1p36.22
MTHFS,Approved symbol,MTHFS,methenyltetrahydrofolate synthetase,HGNC:7437,15q25.1
MTHFSD,Approved symbol,MTHFSD,methenyltetrahydrofolate synthetase domain containing,HGNC:25778,16q24.1
MTIF2,Approved symbol,MTIF2,mitochondrial translational initiation factor 2,HGNC:7441,2p16.1
MTIF3,Approved symbol,MTIF3,mitochondrial translational initiation factor 3,HGNC:29788,13q12.2
MTLN,Approved symbol,MTLN,mitoregulin,HGNC:27339,2q13
MTM1,Approved symbol,MTM1,myotubularin 1,HGNC:7448,Xq28
MTMR1,Approved symbol,MTMR1,myotubularin related protein 1,HGNC:7449,Xq28
MTMR10,Approved symbol,MTMR10,myotubularin related protein 10,HGNC:25999,15q13.3
MTMR11,Approved symbol,MTMR11,myotubularin related protein 11,HGNC:24307,1q21.2
MTMR12,Approved symbol,MTMR12,myotubularin related protein 12,HGNC:18191,5p13.3
MTMR14,Approved symbol,MTMR14,myotubularin related protein 14,HGNC:26190,3p25.3
MTMR2,Approved symbol,MTMR2,myotubularin related protein 2,HGNC:7450,11q21
MTMR3,Approved symbol,MTMR3,myotubularin related protein 3,HGNC:7451,22q12.2
MTMR4,Approved symbol,MTMR4,myotubularin related protein 4,HGNC:7452,17q22
MTMR6,Approved symbol,MTMR6,myotubularin related protein 6,HGNC:7453,13q12.13
MTMR7,Approved symbol,MTMR7,myotubularin related protein 7,HGNC:7454,8p22
MTMR8,Approved symbol,MTMR8,myotubularin related protein 8,HGNC:16825,Xq11.2
MTMR9,Approved symbol,MTMR9,myotubularin related protein 9,HGNC:14596,8p23.1
MTMR9LP,Approved symbol,MTMR9LP,"myotubularin related protein 9 like, pseudogene",HGNC:27920,1p35.2
MTND1P1,Approved symbol,MTND1P1,MT-ND1 pseudogene 1,HGNC:38728,Yp11.2
MTND1P10,Approved symbol,MTND1P10,MT-ND1 pseudogene 10,HGNC:42097,22q12.3
MTND1P11,Approved symbol,MTND1P11,MT-ND1 pseudogene 11,HGNC:42060,9p24.1
MTND1P12,Approved symbol,MTND1P12,MT-ND1 pseudogene 12,HGNC:42061,Yq11.21
MTND1P14,Approved symbol,MTND1P14,MT-ND1 pseudogene 14,HGNC:42063,17p11.2
MTND1P15,Approved symbol,MTND1P15,MT-ND1 pseudogene 15,HGNC:42064,17p11.2
MTND1P16,Approved symbol,MTND1P16,MT-ND1 pseudogene 16,HGNC:42065,3q13.12
MTND1P17,Approved symbol,MTND1P17,MT-ND1 pseudogene 17,HGNC:42095,22q11.1
MTND1P18,Approved symbol,MTND1P18,MT-ND1 pseudogene 18,HGNC:42067,10p11.21
MTND1P19,Approved symbol,MTND1P19,MT-ND1 pseudogene 19,HGNC:42094,4q22.1
MTND1P2,Approved symbol,MTND1P2,MT-ND1 pseudogene 2,HGNC:42051,7q11.21
MTND1P20,Approved symbol,MTND1P20,MT-ND1 pseudogene 20,HGNC:42069,10q22.1
MTND1P21,Approved symbol,MTND1P21,MT-ND1 pseudogene 21,HGNC:42070,10p12.31
MTND1P22,Approved symbol,MTND1P22,MT-ND1 pseudogene 22,HGNC:42093,4q32.1
MTND1P23,Approved symbol,MTND1P23,MT-ND1 pseudogene 23,HGNC:42092,1p36.33
MTND1P24,Approved symbol,MTND1P24,MT-ND1 pseudogene 24,HGNC:42073,12q12
MTND1P26,Approved symbol,MTND1P26,MT-ND1 pseudogene 26,HGNC:42075,2q21.1
MTND1P27,Approved symbol,MTND1P27,MT-ND1 pseudogene 27,HGNC:42076,2q22.1
MTND1P28,Approved symbol,MTND1P28,MT-ND1 pseudogene 28,HGNC:42077,2q14.1
MTND1P29,Approved symbol,MTND1P29,MT-ND1 pseudogene 29,HGNC:42078,2q21.1
MTND1P3,Approved symbol,MTND1P3,MT-ND1 pseudogene 3,HGNC:42052,7q34
MTND1P30,Approved symbol,MTND1P30,MT-ND1 pseudogene 30,HGNC:42079,Xp11.21
MTND1P31,Approved symbol,MTND1P31,MT-ND1 pseudogene 31,HGNC:42080,Xq11.1
MTND1P32,Approved symbol,MTND1P32,MT-ND1 pseudogene 32,HGNC:42081,Xq22.1
MTND1P33,Approved symbol,MTND1P33,MT-ND1 pseudogene 33,HGNC:42082,Xq27.3
MTND1P34,Approved symbol,MTND1P34,MT-ND1 pseudogene 34,HGNC:42090,1p33
MTND1P35,Approved symbol,MTND1P35,MT-ND1 pseudogene 35,HGNC:42088,11q14.3
MTND1P36,Approved symbol,MTND1P36,MT-ND1 pseudogene 36,HGNC:42086,11q22.3
MTND1P4,Approved symbol,MTND1P4,MT-ND1 pseudogene 4,HGNC:42053,7p11.2
MTND1P5,Approved symbol,MTND1P5,MT-ND1 pseudogene 5,HGNC:42104,8q22.3
MTND1P6,Approved symbol,MTND1P6,MT-ND1 pseudogene 6,HGNC:42103,8p12
MTND1P7,Approved symbol,MTND1P7,MT-ND1 pseudogene 7,HGNC:42102,8q11.1
MTND1P9,Approved symbol,MTND1P9,MT-ND1 pseudogene 9,HGNC:42099,20q13.31
MTND2P11,Approved symbol,MTND2P11,MT-ND2 pseudogene 11,HGNC:42112,9q31.3
MTND2P12,Approved symbol,MTND2P12,MT-ND2 pseudogene 12,HGNC:42113,17p11.2
MTND2P14,Approved symbol,MTND2P14,MT-ND2 pseudogene 14,HGNC:42115,3q13.12
MTND2P15,Approved symbol,MTND2P15,MT-ND2 pseudogene 15,HGNC:42116,10q22.1
MTND2P16,Approved symbol,MTND2P16,MT-ND2 pseudogene 16,HGNC:42117,10p12.31
MTND2P17,Approved symbol,MTND2P17,MT-ND2 pseudogene 17,HGNC:42118,12q12
MTND2P18,Approved symbol,MTND2P18,MT-ND2 pseudogene 18,HGNC:42119,2q21.1
MTND2P19,Approved symbol,MTND2P19,MT-ND2 pseudogene 19,HGNC:42120,2q22.1
MTND2P2,Approved symbol,MTND2P2,MT-ND2 pseudogene 2,HGNC:23767,Xq22.1
MTND2P20,Approved symbol,MTND2P20,MT-ND2 pseudogene 20,HGNC:42121,2q24.1
MTND2P21,Approved symbol,MTND2P21,MT-ND2 pseudogene 21,HGNC:42122,2q14.1
MTND2P22,Approved symbol,MTND2P22,MT-ND2 pseudogene 22,HGNC:42123,2q21.1
MTND2P23,Approved symbol,MTND2P23,MT-ND2 pseudogene 23,HGNC:42124,2q34
MTND2P24,Approved symbol,MTND2P24,MT-ND2 pseudogene 24,HGNC:42125,Xp11.21
MTND2P25,Approved symbol,MTND2P25,MT-ND2 pseudogene 25,HGNC:42126,Xq11.1
MTND2P26,Approved symbol,MTND2P26,MT-ND2 pseudogene 26,HGNC:42127,11q22.3
MTND2P28,Approved symbol,MTND2P28,MT-ND2 pseudogene 28,HGNC:42129,1p36.33
MTND2P29,Approved symbol,MTND2P29,MT-ND2 pseudogene 29,HGNC:42130,1p33
MTND2P3,Approved symbol,MTND2P3,MT-ND2 pseudogene 3,HGNC:38727,Yp11.2
MTND2P30,Approved symbol,MTND2P30,MT-ND2 pseudogene 30,HGNC:42131,1p31.1
MTND2P31,Approved symbol,MTND2P31,MT-ND2 pseudogene 31,HGNC:42132,4p15.33
MTND2P32,Approved symbol,MTND2P32,MT-ND2 pseudogene 32,HGNC:42139,8p12
MTND2P33,Approved symbol,MTND2P33,MT-ND2 pseudogene 33,HGNC:42134,4q32.1
MTND2P4,Approved symbol,MTND2P4,MT-ND2 pseudogene 4,HGNC:42105,7q11.21
MTND2P5,Approved symbol,MTND2P5,MT-ND2 pseudogene 5,HGNC:42106,7q34
MTND2P6,Approved symbol,MTND2P6,MT-ND2 pseudogene 6,HGNC:42107,7p11.2
MTND2P7,Approved symbol,MTND2P7,MT-ND2 pseudogene 7,HGNC:42141,8q24.22
MTND2P8,Approved symbol,MTND2P8,MT-ND2 pseudogene 8,HGNC:42109,9q21.31
MTND2P9,Approved symbol,MTND2P9,MT-ND2 pseudogene 9,HGNC:42110,9q21.31
MTND3P1,Approved symbol,MTND3P1,MT-ND3 pseudogene 1,HGNC:39856,13q12.11
MTND3P10,Approved symbol,MTND3P10,MT-ND3 pseudogene 10,HGNC:42150,2q14.2
MTND3P2,Approved symbol,MTND3P2,MT-ND3 pseudogene 2,HGNC:42142,7q11.21
MTND3P3,Approved symbol,MTND3P3,MT-ND3 pseudogene 3,HGNC:42155,4q32.1
MTND3P4,Approved symbol,MTND3P4,MT-ND3 pseudogene 4,HGNC:42144,9q31.1
MTND3P5,Approved symbol,MTND3P5,MT-ND3 pseudogene 5,HGNC:42154,4p15.2
MTND3P6,Approved symbol,MTND3P6,MT-ND3 pseudogene 6,HGNC:42146,3q13.12
MTND3P7,Approved symbol,MTND3P7,MT-ND3 pseudogene 7,HGNC:42147,3q26.1
MTND3P8,Approved symbol,MTND3P8,MT-ND3 pseudogene 8,HGNC:42153,1q42.3
MTND3P9,Approved symbol,MTND3P9,MT-ND3 pseudogene 9,HGNC:42149,2q22.2
MTND4LP1,Approved symbol,MTND4LP1,MT-ND4L pseudogene 1,HGNC:31347,Xq25
MTND4P1,Approved symbol,MTND4P1,MT-ND4 pseudogene 1,HGNC:42035,13q31.1
MTND4P10,Approved symbol,MTND4P10,MT-ND4 pseudogene 10,HGNC:42225,1q42.3
MTND4P11,Approved symbol,MTND4P11,MT-ND4 pseudogene 11,HGNC:42223,1p22.1
MTND4P12,Approved symbol,MTND4P12,MT-ND4 pseudogene 12,HGNC:42199,5q31.1
MTND4P13,Approved symbol,MTND4P13,MT-ND4 pseudogene 13,HGNC:42222,6q25.2
MTND4P14,Approved symbol,MTND4P14,MT-ND4 pseudogene 14,HGNC:42201,9p24.1
MTND4P15,Approved symbol,MTND4P15,MT-ND4 pseudogene 15,HGNC:42202,9q22.31
MTND4P16,Approved symbol,MTND4P16,MT-ND4 pseudogene 16,HGNC:42203,3q13.12
MTND4P17,Approved symbol,MTND4P17,MT-ND4 pseudogene 17,HGNC:42204,3q26.1
MTND4P18,Approved symbol,MTND4P18,MT-ND4 pseudogene 18,HGNC:42205,10p11.21
MTND4P19,Approved symbol,MTND4P19,MT-ND4 pseudogene 19,HGNC:42206,10q23.33
MTND4P2,Approved symbol,MTND4P2,MT-ND4 pseudogene 2,HGNC:42189,7q11.21
MTND4P20,Approved symbol,MTND4P20,MT-ND4 pseudogene 20,HGNC:42207,10q23.33
MTND4P21,Approved symbol,MTND4P21,MT-ND4 pseudogene 21,HGNC:42208,2q21.1
MTND4P22,Approved symbol,MTND4P22,MT-ND4 pseudogene 22,HGNC:42209,2q22.2
MTND4P23,Approved symbol,MTND4P23,MT-ND4 pseudogene 23,HGNC:42210,2q33.1
MTND4P24,Approved symbol,MTND4P24,MT-ND4 pseudogene 24,HGNC:42220,Xq25
MTND4P25,Approved symbol,MTND4P25,MT-ND4 pseudogene 25,HGNC:42212,2p12
MTND4P26,Approved symbol,MTND4P26,MT-ND4 pseudogene 26,HGNC:42213,2q14.2
MTND4P27,Approved symbol,MTND4P27,MT-ND4 pseudogene 27,HGNC:42214,2q21.1
MTND4P28,Approved symbol,MTND4P28,MT-ND4 pseudogene 28,HGNC:42215,2q24.1
MTND4P29,Approved symbol,MTND4P29,MT-ND4 pseudogene 29,HGNC:42216,2q33.1
MTND4P3,Approved symbol,MTND4P3,MT-ND4 pseudogene 3,HGNC:42190,7q11.22
MTND4P30,Approved symbol,MTND4P30,MT-ND4 pseudogene 30,HGNC:42217,2q33.2
MTND4P31,Approved symbol,MTND4P31,MT-ND4 pseudogene 31,HGNC:42218,Xq13.1
MTND4P32,Approved symbol,MTND4P32,MT-ND4 pseudogene 32,HGNC:42219,Xq22.1
MTND4P4,Approved symbol,MTND4P4,MT-ND4 pseudogene 4,HGNC:42191,7p11.2
MTND4P5,Approved symbol,MTND4P5,MT-ND4 pseudogene 5,HGNC:42192,7p11.2
MTND4P6,Approved symbol,MTND4P6,MT-ND4 pseudogene 6,HGNC:42193,7q31.2
MTND4P7,Approved symbol,MTND4P7,MT-ND4 pseudogene 7,HGNC:42234,8p22
MTND4P8,Approved symbol,MTND4P8,MT-ND4 pseudogene 8,HGNC:42227,4q32.1
MTND4P9,Approved symbol,MTND4P9,MT-ND4 pseudogene 9,HGNC:42226,4p15.2
MTND5P1,Approved symbol,MTND5P1,MT-ND5 pseudogene 1,HGNC:39644,21q22.3
MTND5P10,Approved symbol,MTND5P10,MT-ND5 pseudogene 10,HGNC:42272,5q21.1
MTND5P11,Approved symbol,MTND5P11,MT-ND5 pseudogene 11,HGNC:42273,5q31.1
MTND5P12,Approved symbol,MTND5P12,MT-ND5 pseudogene 12,HGNC:42274,5q15
MTND5P13,Approved symbol,MTND5P13,MT-ND5 pseudogene 13,HGNC:42304,4q13.1
MTND5P14,Approved symbol,MTND5P14,MT-ND5 pseudogene 14,HGNC:42276,9p24.1
MTND5P15,Approved symbol,MTND5P15,MT-ND5 pseudogene 15,HGNC:42277,3q26.32
MTND5P16,Approved symbol,MTND5P16,MT-ND5 pseudogene 16,HGNC:42278,3q13.12
MTND5P17,Approved symbol,MTND5P17,MT-ND5 pseudogene 17,HGNC:42279,10p11.21
MTND5P18,Approved symbol,MTND5P18,MT-ND5 pseudogene 18,HGNC:42302,1q43
MTND5P19,Approved symbol,MTND5P19,MT-ND5 pseudogene 19,HGNC:42301,1q42.3
MTND5P2,Approved symbol,MTND5P2,MT-ND5 pseudogene 2,HGNC:41919,13q32.1
MTND5P20,Approved symbol,MTND5P20,MT-ND5 pseudogene 20,HGNC:42300,1p13.2
MTND5P21,Approved symbol,MTND5P21,MT-ND5 pseudogene 21,HGNC:42296,11p15.4
MTND5P22,Approved symbol,MTND5P22,MT-ND5 pseudogene 22,HGNC:42284,2q14.3
MTND5P23,Approved symbol,MTND5P23,MT-ND5 pseudogene 23,HGNC:42285,2q21.1
MTND5P24,Approved symbol,MTND5P24,MT-ND5 pseudogene 24,HGNC:42286,2q22.2
MTND5P25,Approved symbol,MTND5P25,MT-ND5 pseudogene 25,HGNC:42287,2q33.1
MTND5P26,Approved symbol,MTND5P26,MT-ND5 pseudogene 26,HGNC:42295,Xq22.1
MTND5P27,Approved symbol,MTND5P27,MT-ND5 pseudogene 27,HGNC:42289,2p12
MTND5P28,Approved symbol,MTND5P28,MT-ND5 pseudogene 28,HGNC:42290,2q14.2
MTND5P29,Approved symbol,MTND5P29,MT-ND5 pseudogene 29,HGNC:42291,2q21.1
MTND5P3,Approved symbol,MTND5P3,MT-ND5 pseudogene 3,HGNC:42034,13q31.1
MTND5P30,Approved symbol,MTND5P30,MT-ND5 pseudogene 30,HGNC:42292,2q24.1
MTND5P31,Approved symbol,MTND5P31,MT-ND5 pseudogene 31,HGNC:42293,2q33.1
MTND5P4,Approved symbol,MTND5P4,MT-ND5 pseudogene 4,HGNC:42306,4p15.32
MTND5P5,Approved symbol,MTND5P5,MT-ND5 pseudogene 5,HGNC:42307,4q24
MTND5P6,Approved symbol,MTND5P6,MT-ND5 pseudogene 6,HGNC:42268,7p11.2
MTND5P7,Approved symbol,MTND5P7,MT-ND5 pseudogene 7,HGNC:42269,7p11.2
MTND5P8,Approved symbol,MTND5P8,MT-ND5 pseudogene 8,HGNC:42270,7q31.1
MTND5P9,Approved symbol,MTND5P9,MT-ND5 pseudogene 9,HGNC:42305,4q32.1
MTND6P1,Approved symbol,MTND6P1,MT-ND6 pseudogene 1,HGNC:38730,Yp11.2
MTND6P10,Approved symbol,MTND6P10,MT-ND6 pseudogene 10,HGNC:39473,2q21.1
MTND6P11,Approved symbol,MTND6P11,MT-ND6 pseudogene 11,HGNC:39474,2q22.2
MTND6P12,Approved symbol,MTND6P12,MT-ND6 pseudogene 12,HGNC:39475,Xp22.32
MTND6P13,Approved symbol,MTND6P13,MT-ND6 pseudogene 13,HGNC:39476,Xq22.1
MTND6P14,Approved symbol,MTND6P14,MT-ND6 pseudogene 14,HGNC:39477,1q42.3
MTND6P15,Approved symbol,MTND6P15,MT-ND6 pseudogene 15,HGNC:39478,1q43
MTND6P16,Approved symbol,MTND6P16,MT-ND6 pseudogene 16,HGNC:39479,4q13.1
MTND6P17,Approved symbol,MTND6P17,MT-ND6 pseudogene 17,HGNC:39480,4q32.1
MTND6P18,Approved symbol,MTND6P18,MT-ND6 pseudogene 18,HGNC:39481,13q32.1
MTND6P19,Approved symbol,MTND6P19,MT-ND6 pseudogene 19,HGNC:39482,8p12
MTND6P2,Approved symbol,MTND6P2,MT-ND6 pseudogene 2,HGNC:39465,5p15.31
MTND6P20,Approved symbol,MTND6P20,MT-ND6 pseudogene 20,HGNC:39483,8q11.1
MTND6P21,Approved symbol,MTND6P21,MT-ND6 pseudogene 21,HGNC:39639,21q22.3
MTND6P3,Approved symbol,MTND6P3,MT-ND6 pseudogene 3,HGNC:39466,5q15
MTND6P4,Approved symbol,MTND6P4,MT-ND6 pseudogene 4,HGNC:39467,5q31.1
MTND6P5,Approved symbol,MTND6P5,MT-ND6 pseudogene 5,HGNC:39468,9p24.1
MTND6P6,Approved symbol,MTND6P6,MT-ND6 pseudogene 6,HGNC:39469,3q13.12
MTND6P7,Approved symbol,MTND6P7,MT-ND6 pseudogene 7,HGNC:39470,2p12
MTND6P8,Approved symbol,MTND6P8,MT-ND6 pseudogene 8,HGNC:39471,2q21.1
MTND6P9,Approved symbol,MTND6P9,MT-ND6 pseudogene 9,HGNC:39472,2q24.1
MTNR1A,Approved symbol,MTNR1A,melatonin receptor 1A,HGNC:7463,4q35.2
MTNR1B,Approved symbol,MTNR1B,melatonin receptor 1B,HGNC:7464,11q14.3
MTO1,Approved symbol,MTO1,mitochondrial tRNA translation optimization 1,HGNC:19261,6q13
MTOR,Approved symbol,MTOR,mechanistic target of rapamycin kinase,HGNC:3942,1p36.22
MTOR-AS1,Approved symbol,MTOR-AS1,MTOR antisense RNA 1,HGNC:40242,1p36.22
MTPAP,Approved symbol,MTPAP,mitochondrial poly(A) polymerase,HGNC:25532,10p11.23
MTPN,Approved symbol,MTPN,myotrophin,HGNC:15667,7q33
MTR,Approved symbol,MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,HGNC:7468,1q43
MTREX,Approved symbol,MTREX,Mtr4 exosome RNA helicase,HGNC:18734,5q11.2
MTRF1,Approved symbol,MTRF1,mitochondrial translation release factor 1,HGNC:7469,13q14.11
MTRF1L,Approved symbol,MTRF1L,mitochondrial translation release factor 1 like,HGNC:21051,6q25.2
MTRF1LP1,Approved symbol,MTRF1LP1,mitochondrial translational release factor 1 like pseudogene 1,HGNC:50611,11q23.2
MTRF1LP2,Approved symbol,MTRF1LP2,mitochondrial translational release factor 1 like pseudogene 2,HGNC:50612,8q24.21
MTRNR2L1,Approved symbol,MTRNR2L1,MT-RNR2 like 1,HGNC:37155,17p11.2
MTRNR2L10,Approved symbol,MTRNR2L10,MT-RNR2 like 10,HGNC:37167,Xp11.21
MTRNR2L11,Approved symbol,MTRNR2L11,MT-RNR2 like 11,HGNC:37168,1q43
MTRNR2L12,Approved symbol,MTRNR2L12,MT-RNR2 like 12,HGNC:37169,3q11.2
MTRNR2L13,Approved symbol,MTRNR2L13,MT-RNR2 like 13,HGNC:37170,4q26
MTRNR2L2,Approved symbol,MTRNR2L2,MT-RNR2 like 2,HGNC:37156,5q14.1
MTRNR2L3,Approved symbol,MTRNR2L3,MT-RNR2 like 3,HGNC:37157,20q13.31
MTRNR2L4,Approved symbol,MTRNR2L4,MT-RNR2 like 4,HGNC:37161,16p13.3
MTRNR2L5,Approved symbol,MTRNR2L5,MT-RNR2 like 5,HGNC:37162,10q21.1
MTRNR2L6,Approved symbol,MTRNR2L6,MT-RNR2 like 6,HGNC:37163,7q34
MTRNR2L7,Approved symbol,MTRNR2L7,MT-RNR2 like 7,HGNC:37164,10p11.21
MTRNR2L8,Approved symbol,MTRNR2L8,MT-RNR2 like 8,HGNC:37165,11p15.4
MTRNR2L9,Approved symbol,MTRNR2L9,MT-RNR2 like 9,HGNC:37166,6q11.1
MTRR,Approved symbol,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,HGNC:7473,5p15.31
MTSS1,Approved symbol,MTSS1,MTSS I-BAR domain containing 1,HGNC:20443,8q24.13
MTTP,Approved symbol,MTTP,microsomal triglyceride transfer protein,HGNC:7467,4q23
MTURN,Approved symbol,MTURN,"maturin, neural progenitor differentiation regulator homolog",HGNC:25457,7p14.3
MTUS1,Approved symbol,MTUS1,microtubule associated scaffold protein 1,HGNC:29789,8p22
MTUS2,Approved symbol,MTUS2,microtubule associated scaffold protein 2,HGNC:20595,13q12.3
MTUS2-AS1,Approved symbol,MTUS2-AS1,MTUS2 antisense RNA 1,HGNC:40924,13q12.3
MTUS2-AS2,Approved symbol,MTUS2-AS2,MTUS2 antisense RNA 2,HGNC:40923,13q12.3
MTX1,Approved symbol,MTX1,metaxin 1,HGNC:7504,1q22
MTX1P1,Approved symbol,MTX1P1,metaxin 1 pseudogene 1,HGNC:7505,1q22
MTX2,Approved symbol,MTX2,metaxin 2,HGNC:7506,2q31.1
MTX3,Approved symbol,MTX3,metaxin 3,HGNC:24812,5q14.1
MUC1,Approved symbol,MUC1,"mucin 1, cell surface associated",HGNC:7508,1q22
MUC12,Approved symbol,MUC12,"mucin 12, cell surface associated",HGNC:7510,7q22.1
MUC13,Approved symbol,MUC13,"mucin 13, cell surface associated",HGNC:7511,3q21.2
MUC15,Approved symbol,MUC15,"mucin 15, cell surface associated",HGNC:14956,11p14.2
MUC16,Approved symbol,MUC16,"mucin 16, cell surface associated",HGNC:15582,19p13.2
MUC17,Approved symbol,MUC17,"mucin 17, cell surface associated",HGNC:16800,7q22.1
MUC19,Approved symbol,MUC19,"mucin 19, oligomeric",HGNC:14362,12q12
MUC2,Approved symbol,MUC2,"mucin 2, oligomeric mucus/gel-forming",HGNC:7512,11p15.5
MUC20,Approved symbol,MUC20,"mucin 20, cell surface associated",HGNC:23282,3q29
MUC21,Approved symbol,MUC21,"mucin 21, cell surface associated",HGNC:21661,6p21.33
MUC22,Approved symbol,MUC22,mucin 22,HGNC:39755,6p21.33
MUC3A,Approved symbol,MUC3A,"mucin 3A, cell surface associated",HGNC:7513,7q22.1
MUC4,Approved symbol,MUC4,"mucin 4, cell surface associated",HGNC:7514,3q29
MUC5AC,Approved symbol,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,11p15.5
MUC5B,Approved symbol,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,11p15.5
MUC6,Approved symbol,MUC6,"mucin 6, oligomeric mucus/gel-forming",HGNC:7517,11p15.5
MUC7,Approved symbol,MUC7,"mucin 7, secreted",HGNC:7518,4q13.3
MUCL1,Approved symbol,MUCL1,mucin like 1,HGNC:30588,12q13.2
MUCL3,Approved symbol,MUCL3,mucin like 3,HGNC:21666,6p21.33
MUL1,Approved symbol,MUL1,mitochondrial E3 ubiquitin protein ligase 1,HGNC:25762,1p36.12
MUPP,Approved symbol,MUPP,"major urinary protein, pseudogene",HGNC:49202,9q32
MUS81,Approved symbol,MUS81,MUS81 structure-specific endonuclease subunit,HGNC:29814,11q13
MUSK,Approved symbol,MUSK,muscle associated receptor tyrosine kinase,HGNC:7525,9q31.3
MUSTN1,Approved symbol,MUSTN1,"musculoskeletal, embryonic nuclear protein 1",HGNC:22144,3p21.1
MUTYH,Approved symbol,MUTYH,mutY DNA glycosylase,HGNC:7527,1p34.1
MVB12A,Approved symbol,MVB12A,multivesicular body subunit 12A,HGNC:25153,19p13.11
MVB12B,Approved symbol,MVB12B,multivesicular body subunit 12B,HGNC:23368,9q33.3
MVD,Approved symbol,MVD,mevalonate diphosphate decarboxylase,HGNC:7529,16q24.2
MVK,Approved symbol,MVK,mevalonate kinase,HGNC:7530,12q24.11
MVP,Approved symbol,MVP,major vault protein,HGNC:7531,16p11.2
MX1,Approved symbol,MX1,MX dynamin like GTPase 1,HGNC:7532,21q22.3
MX2,Approved symbol,MX2,MX dynamin like GTPase 2,HGNC:7533,21q22.3
MXD1,Approved symbol,MXD1,MAX dimerization protein 1,HGNC:6761,2p13.3
MXD3,Approved symbol,MXD3,MAX dimerization protein 3,HGNC:14008,5q35.3
MXD4,Approved symbol,MXD4,MAX dimerization protein 4,HGNC:13906,4p16.3
MXI1,Approved symbol,MXI1,"MAX interactor 1, dimerization protein",HGNC:7534,10q25.2
MXRA5,Approved symbol,MXRA5,matrix remodeling associated 5,HGNC:7539,Xp22.33
MXRA5Y,Approved symbol,MXRA5Y,matrix remodeling associated 5 Y-linked (pseudogene),HGNC:23932,Yq11.21
MXRA7,Approved symbol,MXRA7,matrix remodeling associated 7,HGNC:7541,17q25.1
MXRA8,Approved symbol,MXRA8,matrix remodeling associated 8,HGNC:7542,1p36.33
MYADM,Approved symbol,MYADM,myeloid associated differentiation marker,HGNC:7544,19q13.42
MYADML,Approved symbol,MYADML,myeloid associated differentiation marker like (pseudogene),HGNC:31019,2p22.3
MYADML2,Approved symbol,MYADML2,myeloid associated differentiation marker like 2,HGNC:34548,17q25.3
MYB,Approved symbol,MYB,"MYB proto-oncogene, transcription factor",HGNC:7545,6q23.3
MYB-AS1,Approved symbol,MYB-AS1,MYB antisense RNA 1,HGNC:37457,6q22-q23
MYBBP1A,Approved symbol,MYBBP1A,MYB binding protein 1a,HGNC:7546,17p13.2
MYBL1,Approved symbol,MYBL1,MYB proto-oncogene like 1,HGNC:7547,8q13.1
MYBL2,Approved symbol,MYBL2,MYB proto-oncogene like 2,HGNC:7548,20q13.12
MYBPC1,Approved symbol,MYBPC1,myosin binding protein C1,HGNC:7549,12q23.2
MYBPC2,Approved symbol,MYBPC2,myosin binding protein C2,HGNC:7550,19q13.33
MYBPC3,Approved symbol,MYBPC3,myosin binding protein C3,HGNC:7551,11p11.2
MYBPH,Approved symbol,MYBPH,myosin binding protein H,HGNC:7552,1q32.1
MYBPHL,Approved symbol,MYBPHL,myosin binding protein H like,HGNC:30434,1p13.3
MYC,Approved symbol,MYC,"MYC proto-oncogene, bHLH transcription factor",HGNC:7553,8q24.21
MYCBP,Approved symbol,MYCBP,MYC binding protein,HGNC:7554,1p34.3
MYCBP2,Approved symbol,MYCBP2,MYC binding protein 2,HGNC:23386,13q22.3
MYCBP2-AS1,Approved symbol,MYCBP2-AS1,MYCBP2 antisense RNA 1,HGNC:41023,13q22.3
MYCBP2-AS2,Approved symbol,MYCBP2-AS2,MYCBP2 antisense RNA 2,HGNC:41024,13q22.3
MYCBPAP,Approved symbol,MYCBPAP,MYCBP associated protein,HGNC:19677,17q21.33
MYCL,Approved symbol,MYCL,"MYCL proto-oncogene, bHLH transcription factor",HGNC:7555,1p34.2
MYCLP1,Approved symbol,MYCLP1,MYCL pseudogene 1,HGNC:7556,Xq22.3
